"old.code","new.code","type.org","broad.category","major.group","univ","hosp","two.digit","further.category","division.subdivision","broad.category.description","major.group.description","code.name","division.subdivision.description","keywords","further.category.desciption"
"A70","RG-ART-A70","RG","ART","A",FALSE,FALSE,"70","","70","Arts, Culture & Humanities","Arts, Culture & Humanities","Humanities","Organizations that promote the study, teaching, or appreciation of the humanities (archaeology, art history, history, modern and classical languages, philosophy and ethics, and theology and comparative religion).","Art History, Book Clubs, Book Discussion Groups, Book Fairs, Book Readings, Book Review Groups, Book Signings, Chinese Languages, Classical Languages, Comparative Religion, Creative Writing, English Language, Ethics, Fictionwriting, Foreign Language Schools, French Language Schools, German Language Institutes, Holocaust Studies, Humanities, Japanese Language, Language and Linguistics, Literary Activities, Literary Services, Literature, Philosophy, Poetry Readings, Poetry Writing, Reading Clubs, Russian Language, Social Sciences, Spanish Language, Theology"," "
"A80","RG-ART-A80","RG","ART","A",FALSE,FALSE,"80","","80","Arts, Culture & Humanities","Arts, Culture & Humanities","Historical Organizations","Organizations that promote awareness of and appreciation for history and historical artifacts.  Use this code for organizations that are not specified below.","Ancestry, Family Histories, Family Name Societies, Genealogical Societies, Genealogy, Holocaust Memorials, Material Culture Conservation, Memorials, Monuments, Patriotic Societies, Presidential Birthplaces, Veterans Memorials, War Memorials"," "
"A82","RG-ART-A82","RG","ART","A",FALSE,FALSE,"82","","82","Arts, Culture & Humanities","Arts, Culture & Humanities","Historical Societies & Historic Preservation","Organizations that interpret, collect and preserve the historical heritage of a specific geographic location.","Historical Markers, Historic District Preservation, Historic Home Preservation, Historic House Designation, Historic Preservation, Historic Properties Preservation, Historic Preservation of Churches, Historic Site Designation, Historic Site Preservation, Historical Associations, Historical Burial Site Preservation, Historical Preservation, Historical Societies, Oral History"," "
"A84","RG-ART-A84","RG","ART","A",FALSE,FALSE,"84","","84","Arts, Culture & Humanities","Arts, Culture & Humanities","Commemorative Events","Organizations that sponsor activities which celebrate, memorialize and sometimes recreate important events in history such as battles, treaties, speeches, centennials, independence days, catastrophes that had an important impact or other similar occasions.","Bicentennials, Centennials, Civil War Reenactments, Columbus Day, Dedication Ceremonies, Heritage Days, Historical Reenactments, Independence Day, July 4th, Memorial Celebrations, Revolutionary War Reenactments, Veterans Day"," "
"A90","RG-ART-A90","RG","ART","A",FALSE,FALSE,"90","","90","Arts, Culture & Humanities","Arts, Culture & Humanities","Arts Services","Organizations that provide services such as facilities or touring assistance for arts organizations.","Art Facilities, Artisans Services, Artist Registries, Artists Services, Arts Services, Equipment Access and Services for Artists, Legal Services for Artists, Slide Registries, Touring Assistance, Travel Grants for Artists"," "
"A99","RG-ART-A99","RG","ART","A",FALSE,FALSE,"99","","99","Arts, Culture & Humanities","Arts, Culture & Humanities","Arts, Culture & Humanities N.E.C.","Organizations that provide arts and humanities services or products not covered by other categories.","Arts and Sciences"," "
"B01","AA-EDU-B00","AA","EDU","B",FALSE,FALSE,"01","","00","Education, Non-University","Education, Non-Univeristy","Alliances & Advocacy","Alliance/Advocacy Organizations","Academic Freedom, Curriculum Reform, Education Advocacy, Education Alliances, Education Coalitions, Education Reform, Educational Intermediaries, Educational Reform, First Steps Educational Initiatives, LEFs, Lobbying, Local Education Foundations, Local Education Funds, Multiculturalism in Education, Public Awareness, School Accountability, School Busing, School Choice, School Funding Advocacy, School Reform, School Safety Advocacy, Smart Start Initiatives"," "
"B0120","AA-EDU-B20","AA","EDU","B",FALSE,FALSE,"01","20","20","Education, Non-University","Education, Non-Univeristy",NA,"Alliance/Advocacy Organizations",NA,"Providing support to preschool, elementary and secondary schools that provide a formal education for children and adolescents in kindergarten or first grade through grade twelve."
"B0121","AA-EDU-B21","AA","EDU","B",FALSE,FALSE,"01","21","21","Education, Non-University","Education, Non-Univeristy",NA,"Alliance/Advocacy Organizations",NA,"Providing support to separately organized preschools or nursery schools and/or kindergartens which provide foundation-level learning for children (usually age two through five and four and one half or five respectively) prior to entering the formal school setting."
"B0129","AA-EDU-B29","AA","EDU","B",FALSE,FALSE,"01","29","29","Education, Non-University","Education, Non-Univeristy",NA,"Alliance/Advocacy Organizations",NA,"Providing support to schools run independently of the traditional public school system but receiving public funding and operating by a charter.  This performance contract details the schools mission, program, goals, students served, method of assessment, and ways to measure success."
"B0130","AA-EDU-B30","AA","EDU","B",FALSE,FALSE,"01","30","30","Education, Non-University","Education, Non-Univeristy",NA,"Alliance/Advocacy Organizations",NA,"Providing support to separately organized trade high schools or vocational centers that provide formal preparation for semiskilled, skilled, technical or professional occupations for high-school-aged students and, in some cases, adults who want to develop skills for employment."
"B0140","AA-EDU-B40","AA","EDU","B",FALSE,FALSE,"01","40","40","Education, Non-University","Education, Non-Univeristy",NA,"Alliance/Advocacy Organizations",NA,"Providing support to educational institutions that provide opportunities for individuals to acquire a higher level of knowledge, skills and specialization in their chosen area of interest in a formal school setting. Use this code for higher education institutions not specified below."
"B0143","AA-EDU-B43","AA","EDU","B",FALSE,FALSE,"01","43","43","Education, Non-University","Education, Non-Univeristy",NA,"Alliance/Advocacy Organizations",NA,"Providing support to postsecondary educational institutions that offer postgraduate study at masters or doctorate levels in addition to an undergraduate program for people who meet entry level requirements and are interested in an advanced education. Some institutions of university status are known as colleges or institutes."
"B0182","AA-EDU-B82","AA","EDU","B",FALSE,FALSE,"01","82","82","Education, Non-University","Education, Non-Univeristy",NA,"Alliance/Advocacy Organizations",NA,"Providing support to organizations that enable students who demonstrate financial need  to obtain the financial assistance they require to meet their educational and living expenses while in school."
"B02","MT-EDU-B00","MT","EDU","B",FALSE,FALSE,"02","","00","Education, Non-University","Education, Non-Univeristy","Management & Technical Assistance","Management and Technical Assistance","Educational Administration, Professional Continuing Education"," "
"B0220","MT-EDU-B20","MT","EDU","B",FALSE,FALSE,"02","20","20","Education, Non-University","Education, Non-Univeristy",NA,"Management and Technical Assistance",NA,"Providing support to preschool, elementary and secondary schools that provide a formal education for children and adolescents in kindergarten or first grade through grade twelve."
"B0240","MT-EDU-B40","MT","EDU","B",FALSE,FALSE,"02","40","40","Education, Non-University","Education, Non-Univeristy",NA,"Management and Technical Assistance",NA,"Providing support to educational institutions that provide opportunities for individuals to acquire a higher level of knowledge, skills and specialization in their chosen area of interest in a formal school setting. Use this code for higher education institutions not specified below."
"B0241","MT-EDU-B41","MT","EDU","B",FALSE,FALSE,"02","41","41","Education, Non-University","Education, Non-Univeristy",NA,"Management and Technical Assistance",NA,"Providing support to postsecondary educational institutions, known alternatively as community colleges or junior colleges and commonly organized into two-year programs, that offer instruction that has been adapted in content, level and schedule to meet the needs of the community in which they are located. Community or junior colleges award an Associates in Arts (A.A.) certificate."
"B0250","MT-EDU-B50","MT","EDU","B",FALSE,FALSE,"02","50","50","Education, Non-University","Education, Non-Univeristy",NA,"Management and Technical Assistance",NA,"Providing support to separately incorporated postsecondary educational institutions provide opportunities for people who have completed their undergraduate education to receive advanced, postgraduate training in a professional field leading to a masters degree or doctorate."
"B0270","MT-EDU-B70","MT","EDU","B",FALSE,FALSE,"02","70","70","Education, Non-University","Education, Non-Univeristy",NA,"Management and Technical Assistance",NA,"Providing support to facilities which house a collection of materials including books, manuscripts, journals, government documents and non-print formats such as paintings, musical recordings, videotapes, films and data files which are organized for access by a targeted population."
"B0280","MT-EDU-B80","MT","EDU","B",FALSE,FALSE,"02","80","80","Education, Non-University","Education, Non-Univeristy",NA,"Management and Technical Assistance",NA,"Providing support to organizations that provide services, facilities and programs that support student needs, foster student learning and personal development, create a healthy and diverse community, and enrich student life."
